TrialIndex,Order,StimType,FX/IMG,ImagePreseneted,Xcoordinate,Ycoordinate,Response,RT, TimePassed
25,1,ERP,IMG,Stimuli/Fractals/8c.jpg,-300.000000,0.000000,j,1.867015,136.063634
26,2,ERP,IMG,Stimuli/Fractals/96a.jpg,-300.000000,0.000000,f,1.115995,139.362806
27,2,ERP,IMG,Stimuli/Fractals/115a.jpg,212.132034,-212.132034,j,2.349702,148.646004
28,1,OLP,IMG,Stimuli/Fractals/23b.jpg,0.000000,-300.000000,f,2.016605,153.362836
29,2,LLP,IMG,Stimuli/Fractals/84a.jpg,0.000000,-300.000000,f,1.283481,159.662978
30,1,OLP,IMG,Stimuli/Fractals/33a.jpg,300.000000,0.000000,f,2.016522,164.446191
31,2,ERP,IMG,Stimuli/Fractals/8c.jpg,-300.000000,0.000000,j,1.783245,170.245704
32,2,OLP,IMG,Stimuli/Fractals/23a.jpg,0.000000,-300.000000,f,1.566795,177.078727
33,2,OLP,IMG,Stimuli/Fractals/33c.jpg,300.000000,0.000000,f,1.733396,181.278568
34,1,ERP,IMG,Stimuli/Fractals/117c.jpg,0.000000,300.000000,j,2.083265,187.678514
35,1,OLP,IMG,Stimuli/Fractals/64c.jpg,-212.132034,212.132034,f,1.583719,197.228627
36,1,LLP,IMG,Stimuli/Fractals/39c.jpg,-212.132034,212.132034,j,1.616651,201.311724
37,2,OLP,IMG,Stimuli/Fractals/64b.jpg,-212.132034,212.132034,f,1.000302,204.728570
38,1,LLP,IMG,Stimuli/Fractals/76b.jpg,212.132034,-212.132034,j,2.382649,212.161150
39,2,ERP,IMG,Stimuli/Fractals/117c.jpg,0.000000,300.000000,j,2.282903,217.110935
40,2,LLP,IMG,Stimuli/Fractals/76b.jpg,0.000000,-300.000000,j,2.699761,221.561009
41,2,LLP,IMG,Stimuli/Fractals/39c.jpg,0.000000,300.000000,j,2.550164,227.461232
42,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.600709,232.544696
43,1,OLP,IMG,Stimuli/Fractals/107a.jpg,0.000000,-300.000000,f,1.116890,237.111054
44,1,OLP,IMG,Stimuli/Fractals/59b.jpg,-212.132034,-212.132034,j,1.750325,242.810671
45,1,ERP,IMG,Stimuli/Fractals/20c.jpg,-300.000000,0.000000,j,1.783322,246.893753
46,2,OLP,IMG,Stimuli/Fractals/107b.jpg,0.000000,-300.000000,f,1.600691,253.760611
47,1,LLP,IMG,Stimuli/Fractals/87c.jpg,0.000000,-300.000000,f,1.850042,258.060073
48,1,ERP,IMG,Stimuli/Fractals/113b.jpg,-212.132034,212.132034,j,1.833085,262.076384
49,2,LLP,IMG,Stimuli/Fractals/87c.jpg,-212.132034,-212.132034,f,1.599705,265.876218
50,2,OLP,IMG,Stimuli/Fractals/59a.jpg,-212.132034,-212.132034,f,1.966764,270.309768
51,2,ERP,IMG,Stimuli/Fractals/20c.jpg,-300.000000,0.000000,f,1.749272,276.126147
52,2,ERP,IMG,Stimuli/Fractals/113b.jpg,-212.132034,212.132034,f,2.315787,282.742450
53,1,OLP,IMG,Stimuli/Fractals/58b.jpg,-300.000000,0.000000,f,1.333497,285.309741
54,1,OLP,IMG,Stimuli/Fractals/21b.jpg,300.000000,0.000000,j,1.867015,289.892813
55,2,OLP,IMG,Stimuli/Fractals/58a.jpg,-300.000000,0.000000,f,1.266648,293.342666
56,1,LLP,IMG,Stimuli/Fractals/103c.jpg,212.132034,-212.132034,f,2.016569,298.142290
57,1,ERP,IMG,Stimuli/Fractals/63a.jpg,-212.132034,-212.132034,f,2.500327,302.175796
58,1,ERP,IMG,Stimuli/Fractals/135a.jpg,212.132034,-212.132034,j,2.633036,307.359263
59,2,OLP,IMG,Stimuli/Fractals/21c.jpg,300.000000,0.000000,f,1.649573,309.925338
60,2,ERP,IMG,Stimuli/Fractals/63a.jpg,-212.132034,-212.132034,f,1.966757,319.292389
61,2,LLP,IMG,Stimuli/Fractals/103c.jpg,300.000000,0.000000,f,1.983705,330.341834
62,2,ERP,IMG,Stimuli/Fractals/135a.jpg,212.132034,-212.132034,f,1.400243,339.808491
63,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.383285,343.841706
64,1,OLP,IMG,Stimuli/Fractals/66b.jpg,212.132034,212.132034,f,1.300487,350.808272
65,1,OLP,IMG,Stimuli/Fractals/142a.jpg,212.132034,212.132034,j,2.099538,356.674028
66,2,OLP,IMG,Stimuli/Fractals/66a.jpg,212.132034,212.132034,f,1.199760,362.824554
67,2,OLP,IMG,Stimuli/Fractals/142c.jpg,212.132034,212.132034,f,1.333369,367.007671
68,1,OLP,IMG,Stimuli/Fractals/130b.jpg,300.000000,0.000000,f,2.349700,374.073529
69,1,LLP,IMG,Stimuli/Fractals/74c.jpg,212.132034,212.132034,f,1.266634,377.023698
70,1,OLP,IMG,Stimuli/Fractals/48c.jpg,-212.132034,212.132034,j,1.749320,381.556923
71,1,ERP,IMG,Stimuli/Fractals/127a.jpg,300.000000,0.000000,j,2.566141,385.923601
72,2,LLP,IMG,Stimuli/Fractals/74c.jpg,0.000000,300.000000,f,1.283602,394.690194
73,2,OLP,IMG,Stimuli/Fractals/130a.jpg,300.000000,0.000000,j,2.583073,403.056445
74,2,OLP,IMG,Stimuli/Fractals/48a.jpg,-212.132034,212.132034,f,2.383736,407.906629
75,1,LLP,IMG,Stimuli/Fractals/1b.jpg,-212.132034,-212.132034,f,1.099995,411.639668
76,1,OLP,IMG,Stimuli/Fractals/5c.jpg,-300.000000,0.000000,j,1.616618,417.206785
77,2,ERP,IMG,Stimuli/Fractals/127a.jpg,300.000000,0.000000,f,1.449147,421.072435
78,1,OLP,IMG,Stimuli/Fractals/109c.jpg,212.132034,212.132034,f,1.216666,430.905826
79,1,ERP,IMG,Stimuli/Fractals/43b.jpg,-300.000000,0.000000,f,1.216649,434.956203
80,2,OLP,IMG,Stimuli/Fractals/5a.jpg,-300.000000,0.000000,f,2.350735,440.139495
81,2,LLP,IMG,Stimuli/Fractals/1b.jpg,-300.000000,0.000000,f,1.017339,442.839288
82,2,ERP,IMG,Stimuli/Fractals/43b.jpg,-300.000000,0.000000,f,0.967418,449.822554
83,2,OLP,IMG,Stimuli/Fractals/109b.jpg,212.132034,212.132034,f,1.300512,454.205906
84,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.417172,460.372402
85,1,LLP,IMG,Stimuli/Fractals/12a.jpg,0.000000,300.000000,f,2.649919,522.120775
86,1,OLP,IMG,Stimuli/Fractals/11b.jpg,0.000000,-300.000000,j,2.249972,527.769963
87,2,LLP,IMG,Stimuli/Fractals/12a.jpg,-212.132034,212.132034,f,1.999621,532.570180
88,1,OLP,IMG,Stimuli/Fractals/81c.jpg,300.000000,0.000000,f,2.449445,539.070134
89,2,OLP,IMG,Stimuli/Fractals/11a.jpg,0.000000,-300.000000,f,1.583847,544.253373
90,2,OLP,IMG,Stimuli/Fractals/81b.jpg,300.000000,0.000000,f,1.633591,551.353360
91,1,ERP,IMG,Stimuli/Fractals/133c.jpg,212.132034,212.132034,j,2.649881,558.419155
92,1,ERP,IMG,Stimuli/Fractals/40a.jpg,0.000000,-300.000000,j,2.249966,563.069677
93,1,OLP,IMG,Stimuli/Fractals/106a.jpg,0.000000,300.000000,j,1.899906,573.752109
94,1,LLP,IMG,Stimuli/Fractals/70b.jpg,212.132034,-212.132034,f,1.383323,577.286129
95,2,ERP,IMG,Stimuli/Fractals/133c.jpg,212.132034,212.132034,f,1.966726,581.402117
96,2,ERP,IMG,Stimuli/Fractals/40a.jpg,0.000000,-300.000000,f,1.616683,586.102569
97,1,LLP,IMG,Stimuli/Fractals/72c.jpg,-212.132034,212.132034,f,1.033287,590.569224
98,1,ERP,IMG,Stimuli/Fractals/141b.jpg,212.132034,-212.132034,j,2.833381,601.418133
99,2,OLP,IMG,Stimuli/Fractals/106b.jpg,0.000000,300.000000,f,1.666581,607.284508
100,2,LLP,IMG,Stimuli/Fractals/70b.jpg,0.000000,-300.000000,f,1.084086,612.751825
101,1,LLP,IMG,Stimuli/Fractals/112a.jpg,-212.132034,212.132034,j,2.116325,622.818020
102,2,LLP,IMG,Stimuli/Fractals/72c.jpg,-300.000000,0.000000,f,1.383343,627.134543
103,2,ERP,IMG,Stimuli/Fractals/141b.jpg,212.132034,-212.132034,f,1.749320,631.550692
104,2,LLP,IMG,Stimuli/Fractals/112a.jpg,-300.000000,0.000000,f,1.632695,637.483882
105,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,j,1.950766,641.851120
106,1,ERP,IMG,Stimuli/Fractals/35c.jpg,-300.000000,0.000000,f,2.150266,646.101167
107,1,OLP,IMG,Stimuli/Fractals/42c.jpg,0.000000,-300.000000,j,2.199104,650.200202
108,1,LLP,IMG,Stimuli/Fractals/110c.jpg,-212.132034,-212.132034,j,2.067495,658.117549
109,1,OLP,IMG,Stimuli/Fractals/138a.jpg,-300.000000,0.000000,f,1.132965,662.249846
110,1,ERP,IMG,Stimuli/Fractals/7c.jpg,300.000000,0.000000,j,2.150250,667.317350
111,2,ERP,IMG,Stimuli/Fractals/35c.jpg,-300.000000,0.000000,f,1.083091,671.299687
112,2,OLP,IMG,Stimuli/Fractals/138c.jpg,-300.000000,0.000000,f,1.117011,679.383563
113,2,OLP,IMG,Stimuli/Fractals/42a.jpg,0.000000,-300.000000,f,1.716363,684.033095
114,2,LLP,IMG,Stimuli/Fractals/110c.jpg,-300.000000,0.000000,f,1.433069,687.783066
115,2,ERP,IMG,Stimuli/Fractals/7c.jpg,300.000000,0.000000,f,1.149886,692.532362
116,1,ERP,IMG,Stimuli/Fractals/32b.jpg,0.000000,300.000000,j,1.966656,701.416277
117,1,LLP,IMG,Stimuli/Fractals/102c.jpg,0.000000,300.000000,j,2.200102,710.715706
118,1,LLP,IMG,Stimuli/Fractals/16c.jpg,0.000000,300.000000,j,2.483312,716.032572
119,2,LLP,IMG,Stimuli/Fractals/102c.jpg,212.132034,212.132034,f,1.549857,718.648571
120,2,ERP,IMG,Stimuli/Fractals/32b.jpg,0.000000,300.000000,f,1.266625,722.398532
121,1,LLP,IMG,Stimuli/Fractals/53a.jpg,0.000000,-300.000000,j,1.983536,729.182240
122,2,LLP,IMG,Stimuli/Fractals/16c.jpg,212.132034,212.132034,f,1.366358,732.598216
123,1,ERP,IMG,Stimuli/Fractals/104a.jpg,0.000000,300.000000,j,2.116300,738.398209
124,2,LLP,IMG,Stimuli/Fractals/53a.jpg,-212.132034,-212.132034,f,1.266593,742.597977
125,2,ERP,IMG,Stimuli/Fractals/104a.jpg,0.000000,300.000000,f,1.999616,747.381190
126,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.283478,750.698312
127,1,ERP,IMG,Stimuli/Fractals/10b.jpg,-212.132034,212.132034,f,2.349753,755.314350
128,1,OLP,IMG,Stimuli/Fractals/4b.jpg,-212.132034,212.132034,j,1.850021,760.864831
129,2,ERP,IMG,Stimuli/Fractals/10b.jpg,-212.132034,212.132034,f,1.350370,765.397638
130,1,LLP,IMG,Stimuli/Fractals/95c.jpg,212.132034,-212.132034,j,2.099905,771.197580
131,1,LLP,IMG,Stimuli/Fractals/79b.jpg,-212.132034,212.132034,f,2.217056,775.364515
132,2,OLP,IMG,Stimuli/Fractals/4c.jpg,-212.132034,212.132034,f,2.099396,779.297373
133,2,LLP,IMG,Stimuli/Fractals/95c.jpg,0.000000,-300.000000,f,1.266676,782.513827
134,1,ERP,IMG,Stimuli/Fractals/68c.jpg,212.132034,212.132034,f,1.316499,788.613952
135,2,LLP,IMG,Stimuli/Fractals/79b.jpg,0.000000,300.000000,f,0.899611,792.247200
136,2,ERP,IMG,Stimuli/Fractals/68c.jpg,212.132034,212.132034,f,1.066146,798.446624
137,1,ERP,IMG,Stimuli/Fractals/118c.jpg,212.132034,212.132034,f,1.733400,804.163740
138,1,LLP,IMG,Stimuli/Fractals/61a.jpg,300.000000,0.000000,j,1.367371,807.847127
139,1,LLP,IMG,Stimuli/Fractals/37b.jpg,-300.000000,0.000000,f,1.466018,812.996498
140,1,OLP,IMG,Stimuli/Fractals/119a.jpg,212.132034,-212.132034,j,1.966651,820.546670
141,1,LLP,IMG,Stimuli/Fractals/3c.jpg,0.000000,300.000000,f,1.650587,824.280116
142,2,LLP,IMG,Stimuli/Fractals/37b.jpg,-212.132034,-212.132034,f,1.083113,829.746452
143,2,ERP,IMG,Stimuli/Fractals/118c.jpg,212.132034,212.132034,j,2.166254,835.879092
144,2,LLP,IMG,Stimuli/Fractals/61a.jpg,212.132034,-212.132034,f,1.933815,840.696143
145,2,OLP,IMG,Stimuli/Fractals/119b.jpg,212.132034,-212.132034,f,1.250639,846.062785
146,2,LLP,IMG,Stimuli/Fractals/3c.jpg,212.132034,212.132034,f,1.083211,849.428854
147,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.517019,855.895604
148,1,LLP,IMG,Stimuli/Fractals/69a.jpg,300.000000,0.000000,f,2.766559,861.195444
149,1,OLP,IMG,Stimuli/Fractals/98a.jpg,-212.132034,-212.132034,j,1.683474,863.678543
150,1,ERP,IMG,Stimuli/Fractals/13b.jpg,-212.132034,-212.132034,f,1.366378,867.411977
151,2,OLP,IMG,Stimuli/Fractals/98b.jpg,-212.132034,-212.132034,f,1.516929,872.612067
152,2,LLP,IMG,Stimuli/Fractals/69a.jpg,212.132034,-212.132034,f,1.199885,876.345084
153,2,ERP,IMG,Stimuli/Fractals/13b.jpg,-212.132034,-212.132034,f,1.399215,883.577714
154,1,LLP,IMG,Stimuli/Fractals/75a.jpg,212.132034,212.132034,j,2.449406,888.677924
155,1,ERP,IMG,Stimuli/Fractals/121b.jpg,-212.132034,-212.132034,j,1.516966,893.794537
156,1,LLP,IMG,Stimuli/Fractals/134a.jpg,0.000000,-300.000000,j,1.867046,903.194639
157,2,ERP,IMG,Stimuli/Fractals/121b.jpg,-212.132034,-212.132034,f,1.566785,909.927725
158,2,LLP,IMG,Stimuli/Fractals/75a.jpg,300.000000,0.000000,f,1.499976,918.910729
159,1,ERP,IMG,Stimuli/Fractals/30c.jpg,0.000000,-300.000000,f,1.733384,923.193507
160,1,OLP,IMG,Stimuli/Fractals/46b.jpg,212.132034,212.132034,j,2.283774,927.277541
161,1,ERP,IMG,Stimuli/Fractals/73c.jpg,0.000000,300.000000,f,1.216712,930.260618
162,2,LLP,IMG,Stimuli/Fractals/134a.jpg,212.132034,-212.132034,f,1.199703,936.293456
163,1,OLP,IMG,Stimuli/Fractals/41a.jpg,212.132034,212.132034,f,2.249973,942.393184
164,2,ERP,IMG,Stimuli/Fractals/30c.jpg,0.000000,-300.000000,f,1.966748,945.643449
165,2,OLP,IMG,Stimuli/Fractals/46c.jpg,212.132034,212.132034,f,1.733376,949.460281
166,2,OLP,IMG,Stimuli/Fractals/41c.jpg,212.132034,212.132034,f,1.983699,957.776429
167,2,ERP,IMG,Stimuli/Fractals/73c.jpg,0.000000,300.000000,f,1.000309,962.842855
168,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.199749,969.076183
169,1,LLP,IMG,Stimuli/Fractals/93b.jpg,0.000000,-300.000000,f,2.016537,996.491809
170,1,LLP,IMG,Stimuli/Fractals/94b.jpg,-300.000000,0.000000,f,2.100344,1003.625726
171,2,LLP,IMG,Stimuli/Fractals/93b.jpg,-212.132034,-212.132034,f,1.332375,1010.891320
172,1,LLP,IMG,Stimuli/Fractals/91c.jpg,0.000000,-300.000000,j,2.116329,1017.708088
173,1,LLP,IMG,Stimuli/Fractals/143b.jpg,300.000000,0.000000,j,1.332440,1020.974494
174,1,ERP,IMG,Stimuli/Fractals/2a.jpg,-212.132034,212.132034,f,1.515927,1028.207633
175,2,LLP,IMG,Stimuli/Fractals/94b.jpg,-212.132034,-212.132034,f,2.200094,1033.941300
176,2,LLP,IMG,Stimuli/Fractals/91c.jpg,-212.132034,-212.132034,f,1.500052,1036.790761
177,2,LLP,IMG,Stimuli/Fractals/143b.jpg,212.132034,212.132034,f,2.100391,1041.441338
178,1,LLP,IMG,Stimuli/Fractals/22a.jpg,0.000000,-300.000000,f,2.217058,1046.607608
179,2,ERP,IMG,Stimuli/Fractals/2a.jpg,-212.132034,212.132034,f,1.216657,1056.640768
180,1,LLP,IMG,Stimuli/Fractals/82a.jpg,0.000000,300.000000,f,1.333363,1063.807347
181,1,LLP,IMG,Stimuli/Fractals/24b.jpg,300.000000,0.000000,j,1.933763,1074.456837
182,2,LLP,IMG,Stimuli/Fractals/82a.jpg,212.132034,212.132034,f,1.149899,1079.706823
183,1,OLP,IMG,Stimuli/Fractals/19b.jpg,-212.132034,212.132034,j,1.767258,1089.373319
184,2,LLP,IMG,Stimuli/Fractals/22a.jpg,212.132034,-212.132034,j,2.683846,1094.340079
185,1,LLP,IMG,Stimuli/Fractals/88c.jpg,300.000000,0.000000,f,1.383357,1102.089372
186,2,OLP,IMG,Stimuli/Fractals/19c.jpg,-212.132034,212.132034,f,1.649593,1105.906186
187,2,LLP,IMG,Stimuli/Fractals/24b.jpg,212.132034,212.132034,f,1.384231,1109.673113
189,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,j,2.282941,1126.638786
190,1,OLP,IMG,Stimuli/Fractals/60c.jpg,212.132034,212.132034,j,1.733388,1129.638757
191,1,ERP,IMG,Stimuli/Fractals/50b.jpg,212.132034,-212.132034,f,1.700439,1133.672374
192,1,LLP,IMG,Stimuli/Fractals/55b.jpg,-212.132034,212.132034,f,2.949123,1138.971567
193,2,OLP,IMG,Stimuli/Fractals/60a.jpg,212.132034,212.132034,f,1.349350,1141.421494
194,1,OLP,IMG,Stimuli/Fractals/26b.jpg,-212.132034,212.132034,j,1.932804,1147.054694
195,1,OLP,IMG,Stimuli/Fractals/122a.jpg,300.000000,0.000000,j,2.016539,1151.188589
196,2,OLP,IMG,Stimuli/Fractals/26c.jpg,-212.132034,212.132034,f,1.283552,1157.504896
197,2,ERP,IMG,Stimuli/Fractals/50b.jpg,212.132034,-212.132034,f,1.266531,1161.021469
198,2,LLP,IMG,Stimuli/Fractals/55b.jpg,0.000000,300.000000,j,2.433502,1167.237865
199,1,OLP,IMG,Stimuli/Fractals/9a.jpg,-212.132034,-212.132034,j,1.632663,1171.504249
200,2,OLP,IMG,Stimuli/Fractals/122c.jpg,300.000000,0.000000,f,1.416156,1175.337418
201,1,ERP,IMG,Stimuli/Fractals/62c.jpg,212.132034,212.132034,f,2.499358,1183.453924
202,2,OLP,IMG,Stimuli/Fractals/9c.jpg,-212.132034,-212.132034,j,1.100031,1187.104084
203,1,ERP,IMG,Stimuli/Fractals/47a.jpg,-212.132034,-212.132034,f,1.532887,1191.587052
204,1,OLP,IMG,Stimuli/Fractals/25c.jpg,0.000000,-300.000000,f,1.666485,1196.770195
205,2,ERP,IMG,Stimuli/Fractals/62c.jpg,212.132034,212.132034,f,1.216661,1201.370865
206,1,LLP,IMG,Stimuli/Fractals/144c.jpg,212.132034,-212.132034,f,1.316441,1211.519803
207,2,ERP,IMG,Stimuli/Fractals/47a.jpg,-212.132034,-212.132034,f,1.383261,1220.619547
208,2,LLP,IMG,Stimuli/Fractals/144c.jpg,300.000000,0.000000,j,2.533212,1226.803036
209,2,OLP,IMG,Stimuli/Fractals/25b.jpg,0.000000,-300.000000,j,2.366602,1235.686277
210,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.100033,1240.469526
211,1,ERP,IMG,Stimuli/Fractals/71a.jpg,-300.000000,0.000000,f,2.665792,1246.135493
212,1,OLP,IMG,Stimuli/Fractals/126c.jpg,300.000000,0.000000,j,1.465992,1249.985693
213,1,OLP,IMG,Stimuli/Fractals/52b.jpg,-212.132034,212.132034,f,1.033225,1254.602492
214,2,ERP,IMG,Stimuli/Fractals/71a.jpg,-300.000000,0.000000,f,1.283578,1258.886063
215,2,OLP,IMG,Stimuli/Fractals/126b.jpg,300.000000,0.000000,f,1.215816,1262.868473
216,1,ERP,IMG,Stimuli/Fractals/128a.jpg,300.000000,0.000000,j,1.666579,1271.368731
217,2,OLP,IMG,Stimuli/Fractals/52a.jpg,-212.132034,212.132034,f,1.383311,1274.618988
218,1,ERP,IMG,Stimuli/Fractals/85b.jpg,212.132034,-212.132034,j,1.417110,1278.701957
219,1,OLP,IMG,Stimuli/Fractals/114a.jpg,-300.000000,0.000000,f,1.599709,1285.935000
220,2,ERP,IMG,Stimuli/Fractals/128a.jpg,300.000000,0.000000,f,1.666433,1290.035030
221,2,OLP,IMG,Stimuli/Fractals/114c.jpg,-300.000000,0.000000,f,0.933424,1295.351813
222,1,OLP,IMG,Stimuli/Fractals/129a.jpg,0.000000,300.000000,f,2.299860,1300.767759
223,1,ERP,FX,Stimuli/Fractals/57c.jpg,0.000000,300.000000,j,3.133685,1306.651315
224,2,ERP,IMG,Stimuli/Fractals/85b.jpg,212.132034,-212.132034,f,1.716456,1311.283988
225,1,OLP,IMG,Stimuli/Fractals/78a.jpg,-212.132034,-212.132034,j,2.033497,1316.650755
226,1,OLP,IMG,Stimuli/Fractals/6a.jpg,0.000000,-300.000000,j,1.982683,1321.650571
227,2,OLP,IMG,Stimuli/Fractals/129b.jpg,0.000000,300.000000,f,1.966776,1327.683882
228,2,OLP,IMG,Stimuli/Fractals/6b.jpg,0.000000,-300.000000,f,1.783215,1334.550526
229,2,ERP,IMG,Stimuli/Fractals/57c.jpg,0.000000,300.000000,f,1.399198,1342.183249
230,2,OLP,IMG,Stimuli/Fractals/78c.jpg,-212.132034,-212.132034,f,2.016524,1348.850527
231,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,1.300530,1351.667014
232,1,ERP,IMG,Stimuli/Fractals/101a.jpg,-300.000000,0.000000,f,2.316811,1362.733042
233,1,OLP,IMG,Stimuli/Fractals/137a.jpg,300.000000,0.000000,f,1.333424,1365.799479
234,1,ERP,IMG,Stimuli/Fractals/120c.jpg,0.000000,300.000000,j,1.899918,1371.416541
235,1,LLP,IMG,Stimuli/Fractals/27b.jpg,0.000000,-300.000000,j,1.533953,1375.099748
236,1,ERP,IMG,Stimuli/Fractals/111b.jpg,212.132034,212.132034,f,1.766323,1380.399273
237,2,ERP,IMG,Stimuli/Fractals/101a.jpg,-300.000000,0.000000,f,2.049504,1386.732302
238,2,OLP,IMG,Stimuli/Fractals/137b.jpg,300.000000,0.000000,f,1.450053,1390.182185
239,2,ERP,IMG,Stimuli/Fractals/111b.jpg,212.132034,212.132034,f,1.133952,1395.915856
240,2,ERP,IMG,Stimuli/Fractals/120c.jpg,0.000000,300.000000,f,1.333393,1400.165489
241,2,LLP,IMG,Stimuli/Fractals/27b.jpg,212.132034,-212.132034,f,1.400233,1405.265852
242,1,LLP,IMG,Stimuli/Fractals/56c.jpg,-212.132034,-212.132034,j,2.450454,1410.365406
243,1,ERP,IMG,Stimuli/Fractals/80b.jpg,300.000000,0.000000,j,1.616654,1414.581397
244,1,LLP,IMG,Stimuli/Fractals/18a.jpg,-300.000000,0.000000,j,1.699419,1424.714527
245,2,ERP,IMG,Stimuli/Fractals/80b.jpg,300.000000,0.000000,f,1.166851,1429.231439
246,2,LLP,IMG,Stimuli/Fractals/56c.jpg,0.000000,-300.000000,f,1.166865,1433.281634
247,1,ERP,IMG,Stimuli/Fractals/90c.jpg,-300.000000,0.000000,j,2.049474,1445.213989
248,2,LLP,IMG,Stimuli/Fractals/18a.jpg,-212.132034,-212.132034,f,1.166822,1450.381128
249,1,LLP,IMG,Stimuli/Fractals/29a.jpg,-212.132034,212.132034,f,0.866761,1454.131095
250,2,ERP,IMG,Stimuli/Fractals/90c.jpg,-300.000000,0.000000,f,0.982316,1458.296961
251,2,LLP,IMG,Stimuli/Fractals/29a.jpg,0.000000,300.000000,f,0.999346,1462.347127
252,0,BL,IMG,Stimuli/Fractals/124b.jpg,212.132034,212.132034,f,0.983350,1467.380637
