,Xcoordinate,Ycoordinate,"Fill",Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,Lure1_Distance,Lure1_Index,Lure2_Distance,Lure2_Index,Foil_Distance,Foil_Index
34,-62.37350725,293.4442802,"",176.3355757,242.7050983,212.1320344,212.1320344,46.93033951,-296.3065022,-16,18,-19,15,59,93
35,-77.64571353,289.7777479,"",-176.3355757,242.7050983,-163.3917105,251.6011704,62.37350725,-293.4442802,7,42,6,41,59,94
36,-92.70509831,285.3169549,"",62.37350725,293.4442802,-251.6011704,163.3917105,62.37350725,-293.4442802,-10,26,13,49,58,94
37,-107.51038490000002,280.07412789999995,"",92.70509831,285.3169549,-31.35853898,298.3565686,122.0209929,-274.06363730000004,-13,24,-5,32,61,98
38,-122.0209929,274.06363730000004,"",-200.7391819,222.94344759999998,-285.3169549,92.70509831,150.0,-259.8076211,6,44,16,54,62,100
39,-136.1971499,267.3019573,"",31.35853898,298.3565686,-62.37350725,293.4442802,107.51038490000002,-280.07412789999995,-11,28,-5,34,58,97
40,-150.0,259.8076211,"",-77.64571353,289.7777479,122.0209929,274.06363730000004,150.0,-259.8076211,-5,35,-18,22,60,100
41,-163.3917105,251.6011704,"",122.0209929,274.06363730000004,15.70078687,299.5888604,176.3355757,-242.7050983,-19,22,-12,29,61,102
42,-176.3355757,242.7050983,"",-251.6011704,163.3917105,-267.3019573,136.1971499,200.7391819,-222.94344759999998,7,49,9,51,62,104
43,-188.79611730000002,233.1437884,"",-242.7050983,176.3355757,-274.06363730000004,122.0209929,212.1320344,-212.1320344,5,48,9,52,62,105
44,-200.7391819,222.94344759999998,"",-122.0209929,274.06363730000004,-296.3065022,-46.93033951,188.79611730000002,-233.1437884,-6,38,19,63,59,103
45,-212.1320344,212.1320344,"",-300.0,3.67e-14,15.70078687,299.5888604,222.94344759999998,-200.7391819,15,60,-16,29,61,106
46,-222.94344759999998,200.7391819,"",-267.3019573,136.1971499,-274.06363730000004,122.0209929,242.7050983,-176.3355757,5,51,6,52,62,108
47,-233.1437884,188.79611730000002,"",-298.3565686,31.35853898,46.93033951,296.3065022,212.1320344,-212.1320344,11,58,-20,27,58,105
48,-242.7050983,176.3355757,"",-293.4442802,62.37350725,-298.3565686,-31.35853898,242.7050983,-176.3355757,8,56,14,62,60,108
49,-251.6011704,163.3917105,"",-298.3565686,31.35853898,-77.64571353,289.7777479,251.6011704,-163.3917105,9,58,-14,35,60,109
50,-259.8076211,150.0,"",-163.3917105,251.6011704,-176.3355757,242.7050983,251.6011704,-163.3917105,-9,41,-8,42,59,109
51,-267.3019573,136.1971499,"",-299.5888604,-15.70078687,-222.94344759999998,200.7391819,274.06363730000004,-122.0209929,10,61,-5,46,61,112
52,-274.06363730000004,122.0209929,"",-299.5888604,15.70078687,-163.3917105,251.6011704,274.06363730000004,-122.0209929,7,59,-11,41,60,112
53,-280.07412789999995,107.51038490000002,"",-285.3169549,-92.70509831,-299.5888604,15.70078687,267.3019573,-136.1971499,13,66,6,59,58,111
54,-285.3169549,92.70509831,"",-212.1320344,212.1320344,-293.4442802,-62.37350725,289.7777479,-77.64571353,-9,45,10,64,61,115
55,-289.7777479,77.64571353,"",-289.7777479,-77.64571353,-285.3169549,-92.70509831,293.4442802,-62.37350725,10,65,11,66,61,116
56,-293.4442802,62.37350725,"",-299.5888604,-15.70078687,-267.3019573,136.1971499,298.3565686,-31.35853898,5,61,-5,51,62,118
57,-296.3065022,46.93033951,"",-296.3065022,-46.93033951,-267.3019573,136.1971499,298.3565686,-31.35853898,6,63,-6,51,61,118
58,-298.3565686,31.35853898,"",-296.3065022,-46.93033951,-163.3917105,251.6011704,296.3065022,-46.93033951,5,63,-17,41,59,117
59,-299.5888604,15.70078687,"",-267.3019573,136.1971499,-233.1437884,-188.79611730000002,299.5888604,15.70078687,-8,51,14,73,62,1
60,-300.0,3.67e-14,"",-274.06363730000004,122.0209929,-285.3169549,92.70509831,298.3565686,31.35853898,-8,52,-6,54,62,2
61,-299.5888604,-15.70078687,"",-212.1320344,-212.1320344,-200.7391819,222.94344759999998,299.5888604,-15.70078687,14,75,-17,44,58,119
62,-298.3565686,-31.35853898,"",-259.8076211,150.0,-259.8076211,150.0,299.5888604,15.70078687,-12,50,-12,50,59,1
63,-296.3065022,-46.93033951,"",-163.3917105,-251.6011704,-274.06363730000004,-122.0209929,289.7777479,77.64571353,16,79,5,68,62,5
64,-293.4442802,-62.37350725,"",-92.70509831,-285.3169549,-212.1320344,212.1320344,298.3565686,31.35853898,20,84,-19,45,58,2
65,-289.7777479,-77.64571353,"",-298.3565686,31.35853898,-251.6011704,163.3917105,285.3169549,92.70509831,-7,58,-16,49,61,6
66,-285.3169549,-92.70509831,"",-136.1971499,-267.3019573,-92.70509831,-285.3169549,280.07412789999995,107.51038490000002,15,81,18,84,61,7
67,-280.07412789999995,-107.51038490000002,"",-107.51038490000002,-280.07412789999995,-233.1437884,-188.79611730000002,267.3019573,136.1971499,16,83,6,73,62,9
68,-274.06363730000004,-122.0209929,"",-298.3565686,-31.35853898,-274.06363730000004,122.0209929,274.06363730000004,122.0209929,-6,62,-16,52,60,8
69,-267.3019573,-136.1971499,"",-300.0,3.67e-14,-212.1320344,-212.1320344,274.06363730000004,122.0209929,-9,60,6,75,59,8
70,-259.8076211,-150.0,"",-296.3065022,-46.93033951,-188.79611730000002,-233.1437884,251.6011704,163.3917105,-7,63,7,77,61,11
71,-251.6011704,-163.3917105,"",-200.7391819,-222.94344759999998,-136.1971499,-267.3019573,242.7050983,176.3355757,5,76,10,81,61,12
72,-242.7050983,-176.3355757,"",15.70078687,-299.5888604,-300.0,3.67e-14,242.7050983,176.3355757,19,91,-12,60,60,12
73,-233.1437884,-188.79611730000002,"",-299.5888604,15.70078687,-150.0,-259.8076211,212.1320344,212.1320344,-14,59,7,80,62,15
74,-222.94344759999998,-200.7391819,"",-267.3019573,-136.1971499,-274.06363730000004,-122.0209929,242.7050983,176.3355757,-5,69,-6,68,58,12
75,-212.1320344,-212.1320344,"",-15.70078687,-299.5888604,-293.4442802,62.37350725,212.1320344,212.1320344,14,89,-19,56,60,15
76,-200.7391819,-222.94344759999998,"",-285.3169549,-92.70509831,-15.70078687,-299.5888604,176.3355757,242.7050983,-10,66,13,89,62,18
77,-188.79611730000002,-233.1437884,"",-299.5888604,15.70078687,-296.3065022,-46.93033951,163.3917105,251.6011704,-18,59,-14,63,62,19
78,-176.3355757,-242.7050983,"",62.37350725,-293.4442802,-300.0,3.67e-14,188.79611730000002,233.1437884,16,94,-18,60,59,17
79,-163.3917105,-251.6011704,"",-242.7050983,-176.3355757,-222.94344759999998,-200.7391819,176.3355757,242.7050983,-7,72,-5,74,59,18
80,-150.0,-259.8076211,"",-31.35853898,-298.3565686,-280.07412789999995,-107.51038490000002,136.1971499,267.3019573,8,88,-13,67,61,21
81,-136.1971499,-267.3019573,"",-259.8076211,-150.0,-212.1320344,-212.1320344,107.51038490000002,280.07412789999995,-11,70,-6,75,62,23
82,-122.0209929,-274.06363730000004,"",122.0209929,-274.06363730000004,-293.4442802,-62.37350725,136.1971499,267.3019573,16,98,-18,64,59,21
83,-107.51038490000002,-280.07412789999995,"",46.93033951,-296.3065022,-176.3355757,-242.7050983,77.64571353,289.7777479,10,93,-5,78,62,25
84,-92.70509831,-285.3169549,"",176.3355757,-242.7050983,-285.3169549,-92.70509831,92.70509831,285.3169549,18,102,-18,66,60,24
85,-77.64571353,-289.7777479,"",122.0209929,-274.06363730000004,-150.0,-259.8076211,92.70509831,285.3169549,13,98,-5,80,59,24
86,-62.37350725,-293.4442802,"",-150.0,-259.8076211,-176.3355757,-242.7050983,77.64571353,289.7777479,-6,80,-8,78,59,25
87,-46.93033951,-296.3065022,"",-274.06363730000004,-122.0209929,122.0209929,-274.06363730000004,31.35853898,298.3565686,-19,68,11,98,61,28
88,-31.35853898,-298.3565686,"",-150.0,-259.8076211,77.64571353,-289.7777479,31.35853898,298.3565686,-8,80,7,95,60,28
89,-15.70078687,-299.5888604,"",163.3917105,-251.6011704,-242.7050983,-176.3355757,15.70078687,299.5888604,12,101,-17,72,60,29
90,-5.51e-14,-300.0,"",-251.6011704,-163.3917105,136.1971499,-267.3019573,-15.70078687,299.5888604,-19,71,9,99,61,31
91,15.70078687,-299.5888604,"",-200.7391819,-222.94344759999998,-150.0,-259.8076211,-46.93033951,296.3065022,-15,76,-11,80,62,33
92,31.35853898,-298.3565686,"",188.79611730000002,-233.1437884,274.06363730000004,-122.0209929,-46.93033951,296.3065022,11,103,20,112,61,33
93,46.93033951,-296.3065022,"",-62.37350725,-293.4442802,274.06363730000004,-122.0209929,-46.93033951,296.3065022,-7,86,19,112,60,33
94,62.37350725,-293.4442802,"",267.3019573,-136.1971499,233.1437884,-188.79611730000002,-31.35853898,298.3565686,17,111,13,107,58,32
95,77.64571353,-289.7777479,"",-212.1320344,-212.1320344,-200.7391819,-222.94344759999998,-107.51038490000002,280.07412789999995,-20,75,-19,76,62,37
96,92.70509831,-285.3169549,"",176.3355757,-242.7050983,-122.0209929,-274.06363730000004,-107.51038490000002,280.07412789999995,6,102,-14,82,61,37
97,107.51038490000002,-280.07412789999995,"",259.8076211,-150.0,274.06363730000004,-122.0209929,-92.70509831,285.3169549,13,110,15,112,59,36
98,122.0209929,-274.06363730000004,"",222.94344759999998,-200.7391819,296.3065022,-46.93033951,-122.0209929,274.06363730000004,8,106,19,117,60,38
99,136.1971499,-267.3019573,"",259.8076211,-150.0,274.06363730000004,-122.0209929,-163.3917105,251.6011704,11,110,13,112,62,41
100,150.0,-259.8076211,"",-77.64571353,-289.7777479,-62.37350725,-293.4442802,-150.0,259.8076211,-15,85,-14,86,60,40
101,163.3917105,-251.6011704,"",267.3019573,-136.1971499,296.3065022,-46.93033951,-150.0,259.8076211,10,111,16,117,59,40
102,176.3355757,-242.7050983,"",299.5888604,-15.70078687,280.07412789999995,-107.51038490000002,-163.3917105,251.6011704,17,119,11,113,59,41
103,188.79611730000002,-233.1437884,"",-5.51e-14,-300.0,274.06363730000004,-122.0209929,-176.3355757,242.7050983,-13,90,9,112,59,42
104,200.7391819,-222.94344759999998,"",296.3065022,46.93033951,-31.35853898,-298.3565686,-212.1320344,212.1320344,19,3,-16,88,61,45
105,212.1320344,-212.1320344,"",299.5888604,-15.70078687,298.3565686,31.35853898,-188.79611730000002,233.1437884,14,119,17,2,58,43
106,222.94344759999998,-200.7391819,"",-62.37350725,-293.4442802,298.3565686,-31.35853898,-242.7050983,176.3355757,-20,86,12,118,62,48
107,233.1437884,-188.79611730000002,"",289.7777479,-77.64571353,293.4442802,-62.37350725,-212.1320344,212.1320344,8,115,9,116,58,45
108,242.7050983,-176.3355757,"",107.51038490000002,-280.07412789999995,296.3065022,46.93033951,-242.7050983,176.3355757,-11,97,15,3,60,48
109,251.6011704,-163.3917105,"",267.3019573,136.1971499,150.0,-259.8076211,-233.1437884,188.79611730000002,20,9,-9,100,58,47
110,259.8076211,-150.0,"",92.70509831,-285.3169549,296.3065022,46.93033951,-242.7050983,176.3355757,-14,96,13,3,58,48
111,267.3019573,-136.1971499,"",212.1320344,-212.1320344,136.1971499,-267.3019573,-274.06363730000004,122.0209929,-6,105,-12,99,61,52
112,274.06363730000004,-122.0209929,"",46.93033951,-296.3065022,293.4442802,62.37350725,-280.07412789999995,107.51038490000002,-19,93,12,4,61,53
113,280.07412789999995,-107.51038490000002,"",274.06363730000004,122.0209929,267.3019573,136.1971499,-274.06363730000004,122.0209929,15,8,16,9,59,52
114,285.3169549,-92.70509831,"",92.70509831,-285.3169549,62.37350725,-293.4442802,-293.4442802,62.37350725,-18,96,-20,94,62,56
115,289.7777479,-77.64571353,"",150.0,-259.8076211,212.1320344,-212.1320344,-293.4442802,62.37350725,-15,100,-10,105,61,56
116,293.4442802,-62.37350725,"",122.0209929,-274.06363730000004,212.1320344,-212.1320344,-289.7777479,77.64571353,-18,98,-11,105,59,55
117,296.3065022,-46.93033951,"",188.79611730000002,-233.1437884,188.79611730000002,-233.1437884,-298.3565686,31.35853898,-14,103,-14,103,61,58
118,298.3565686,-31.35853898,"",200.7391819,222.94344759999998,280.07412789999995,107.51038490000002,-300.0,3.67e-14,18,16,9,7,62,60
119,299.5888604,-15.70078687,"",222.94344759999998,200.7391819,259.8076211,150.0,-300.0,3.67e-14,15,14,11,10,61,60
120,300.0,-7.35e-14,"",163.3917105,251.6011704,200.7391819,-222.94344759999998,-299.5888604,15.70078687,19,19,-16,104,59,59
