TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
115.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/54a.jpg,-0.078125,0.1388888888888889,stimuli/fractals/54a.jpg,stimuli/fractals/54c.jpg,stimuli/fractals/54b.jpg,-0.078125,0.1388888888888889,0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,0.390625,-0.4166666666666667
116.0,5000.0,2.0,ERP,1.0,3.0,stimuli/fractals/120b.jpg,0.234375,-0.4166666666666667,stimuli/fractals/120b.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120a.jpg,0.234375,-0.4166666666666667,0.078125,-0.4166666666666667,0.390625,-0.4166666666666667,-0.390625,0.4166666666666667
117.0,6000.0,2.0,LLP,1.0,1.0,stimuli/fractals/78a.jpg,0.390625,-0.1388888888888889,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,0.390625,-0.1388888888888889,0.390625,-0.4166666666666667,0.234375,-0.1388888888888889,-0.234375,0.4166666666666667
118.0,2000.0,2.0,LLP,1.0,3.0,stimuli/fractals/119c.jpg,0.078125,0.1388888888888889,stimuli/fractals/119c.jpg,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,0.078125,0.1388888888888889,-0.078125,0.1388888888888889,0.234375,0.1388888888888889,-0.390625,-0.4166666666666667
119.0,500.0,2.0,LLP,2.0,0.0,stimuli/fractals/78a.jpg,0.390625,-0.4166666666666667,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,0.390625,-0.1388888888888889,0.390625,-0.4166666666666667,0.234375,-0.1388888888888889,-0.234375,0.4166666666666667
120.0,1000.0,2.0,ERP,2.0,0.0,stimuli/fractals/120b.jpg,0.234375,-0.4166666666666667,stimuli/fractals/120b.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120a.jpg,0.234375,-0.4166666666666667,0.078125,-0.4166666666666667,0.390625,-0.4166666666666667,-0.390625,0.4166666666666667
121.0,3000.0,2.0,LLP,1.0,2.0,stimuli/fractals/89c.jpg,0.234375,-0.1388888888888889,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,0.234375,-0.1388888888888889,0.390625,-0.1388888888888889,0.234375,0.1388888888888889,-0.390625,0.4166666666666667
122.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/119c.jpg,-0.078125,0.1388888888888889,stimuli/fractals/119c.jpg,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,0.078125,0.1388888888888889,-0.078125,0.1388888888888889,0.234375,0.1388888888888889,-0.390625,-0.4166666666666667
123.0,2000.0,2.0,ERP,1.0,1.0,stimuli/fractals/118a.jpg,-0.390625,0.1388888888888889,stimuli/fractals/118a.jpg,stimuli/fractals/118c.jpg,stimuli/fractals/118b.jpg,-0.390625,0.1388888888888889,-0.390625,0.4166666666666667,-0.234375,0.1388888888888889,0.234375,-0.4166666666666667
124.0,2000.0,2.0,LLP,2.0,0.0,stimuli/fractals/89c.jpg,0.390625,-0.1388888888888889,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,0.234375,-0.1388888888888889,0.390625,-0.1388888888888889,0.234375,0.1388888888888889,-0.390625,0.4166666666666667
125.0,1000.0,2.0,ERP,2.0,0.0,stimuli/fractals/118a.jpg,-0.390625,0.1388888888888889,stimuli/fractals/118a.jpg,stimuli/fractals/118c.jpg,stimuli/fractals/118b.jpg,-0.390625,0.1388888888888889,-0.390625,0.4166666666666667,-0.234375,0.1388888888888889,0.234375,-0.4166666666666667
126.0,1000.0,2.0,BL,0.0,0.0,stimuli/fractals/32a.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/32a.jpg,stimuli/fractals/32b.jpg,stimuli/fractals/32c.jpg,-0.390625,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.078125,0.1388888888888889
127.0,500.0,2.0,ERP,1.0,1.0,stimuli/fractals/126b.jpg,0.078125,-0.4166666666666667,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,stimuli/fractals/126a.jpg,0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.234375,-0.4166666666666667,-0.390625,0.4166666666666667
128.0,3000.0,2.0,OLP,1.0,3.0,stimuli/fractals/2c.jpg,-0.234375,0.4166666666666667,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,stimuli/fractals/2b.jpg,-0.234375,0.4166666666666667,-0.078125,0.4166666666666667,-0.234375,0.1388888888888889,0.390625,-0.1388888888888889
129.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/126b.jpg,0.078125,-0.4166666666666667,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,stimuli/fractals/126a.jpg,0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.234375,-0.4166666666666667,-0.390625,0.4166666666666667
130.0,2000.0,2.0,LLP,1.0,2.0,stimuli/fractals/19c.jpg,-0.078125,0.1388888888888889,stimuli/fractals/19c.jpg,stimuli/fractals/19a.jpg,stimuli/fractals/19b.jpg,-0.078125,0.1388888888888889,0.078125,0.1388888888888889,-0.078125,0.4166666666666667,0.390625,-0.4166666666666667
